review_id,user_id,business_id,stars_x,useful,funny,cool,text,date,name,address,city,state,postal_code,latitude,longitude,stars_y,review_count,is_open,attributes,categories,hours,label,pre_process
eJypJqkSuZhjfB5Dzo2ZOQ,qiMV0I2h8Abit1xPg-wmgg,LHzWEwFemndC1q1UTi8Itw,5,1,0,0,Called up the best computer repair shop because my hard drive didn't come with any screws. Not only did he have the right equipment but gave me the screws for free and was super nice! Definitely coming back for any and all computer problems!!,2017-03-04 07:09:27,Santa Barbara PC Mechanic,309 E Micheltorena St,Santa Barbara,CA,93101,34.4296236,-119.7047712,5.0,28,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Data Recovery, Home Services, Home Network Installation, IT Services & Computer Repair, Local Services","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '9:0-16:0'}",1,called best computer repair shop hard drive come screw right equipment gave screw free super nice definitely coming back computer problem
Ioi_RMBvhEAYZg0vjeRwrw,5mo4zCTWU_MQf1tdGAoV4g,O6RCCmz8-x4NhWJpI8KQug,4,0,0,0,"I admire Breakfast for opening their space to all-ages shows, regularly featuring artists' photos, paintings, even sculptures, and hosting casual food pop ups. 

I know many reviewers have said the left side of the shop is gimmicky and ""too hip"" (branded merch, surf/skate mags, and comfy chairs), but the last time I was here kids were loving the connect four out on the table-- what's to hate about that? 

That said, their espresso can be hit or miss, and sometimes my Gibraltar milk is a little too hot and a little too fluffy, but they use good beans and their drip brew is great. Yes, their staff can be intimidatingly terse, but regulated cheeriness (that's the norm at shops that rhyme with CandleJar) doesn't have a place here. I like that. 

Where else in Santa Barbara can you sit on a sofa and drink a cuppa? Find an outlet next to your table? Simple problems; Breakfast is a simple answer.",2018-09-03 18:35:48,Breakfast Culture Club,711 Chapala St,Santa Barbara,CA,93101,34.4177795287,-119.6998998701,4.0,108,0,"{'ByAppointmentOnly': 'False', 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'False', 'Alcohol': ""u'none'"", 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': False}"", 'OutdoorSeating': 'True'}","Nightlife, Coffee & Tea, Art Galleries, Bagels, Bakeries, Coffee Roasteries, Shopping, Coffeeshops, Food, Cafes, Restaurants, Arts & Entertainment","{'Monday': '0:0-0:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}",1,admire breakfast opening space allages show regularly featuring artist photo painting even sculpture hosting casual food pop ups know many reviewer said left side shop gimmicky hip branded merch surfskate mag comfy chair last time kid loving connect four table hate said espresso hit miss sometimes gibraltar milk little hot little fluffy use good bean drip brew great yes staff intimidatingly terse regulated cheeriness norm shop rhyme candlejar place like else santa barbara sit sofa drink cuppa find outlet next table simple problem breakfast simple answer
UldCJEi7miJkWVG-4-p6Yg,PP2ehjakvksJJFyx_46-lA,7j8rT3FZbXgL4k0DnXi2Mw,4,4,0,0,"This is a great inexpensive hotel.  When we arrived Friday afternoon they were just starting a wine and cheese hour!  What a treat!  We were quite excited.  They also have complimentary breakfast every morning....another bonus.  The rooms were good sized and the bed was comfortable.  The staff was friendly and accommodating.  There is a pool and a hot tub, all looked very clean and inviting.  There are lots of tables/umbrellas/chairs,etc all around the pool.  The rooms came with two complimentary waters which we were more than happy to take advantage of.  They even give you chocolates on your pillow!  Oh, and free internet too!  

The rooms were very clean and I love when the sink and mirrors aren't in the bathroom so that you can get ready when the actual bathroom is being used.  One tip......the website will give you a AAA rate even for a weekend reservation but if you call the hotel directly they will tell you you cant get the AAA rate.  We booked it online with the AAA rate no problem and of course the hotel honored it.  It is REALLY reasonably priced.  Right across the street from the ocean and some of the rooms have an ocean view. Walking distance to State Street.  This place is a real find!",2007-07-03 21:22:15,"West Beach Inn, a Coast Hotel",306 W Cabrillo Blvd,Santa Barbara,CA,93101,34.4092802,-119.69348,4.0,137,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,great inexpensive hotel arrived friday afternoon starting wine cheese hour treat quite excited also complimentary breakfast every morning another bonus room good sized bed comfortable staff friendly accommodating pool hot tub looked clean inviting lot tablesumbrellaschairs etc around pool room came two complimentary water happy take advantage even give chocolate pillow oh free internet room clean love sink mirror bathroom get ready actual bathroom used one tip website give aaa rate even weekend reservation call hotel directly tell cant get aaa rate booked online aaa rate problem course hotel honored really reasonably priced right across street ocean room ocean view walking distance state street place real find
_ZwDJZUP-pbB0ccYRYEsIg,KhJ37jAahAhhAcOyiTnPRw,-ujBP1Dw0j1-Ffaz97-LXQ,4,0,0,0,"This place is so cool! I loved how friendly the staff and other patrons were. I immediately felt at home and had a great time chatting with everyone. I absolutely adored this place and will definitely be coming back! I can't wait to meet the mascot Lama either, I hear he's SUPER Special!!!",2016-08-14 01:49:23,Lama Dog Tap Room,116 Santa Barbara St,Santa Barbara,CA,93101,34.4157471,-119.6884801,4.0,238,1,"{'RestaurantsReservations': 'False', 'WiFi': ""'free'"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'GoodForDancing': 'False', 'HappyHour': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'CoatCheck': 'False', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'ByAppointmentOnly': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'DogsAllowed': 'True', 'WheelchairAccessible': 'True', 'NoiseLevel': ""'loud'"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Music': '{}', 'Smoking': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Beer, Wine & Spirits, Pubs, Arts & Entertainment, Kombucha, Nightlife, Wineries, Food, Bars, Beer Bar","{'Monday': '0:0-0:0', 'Tuesday': '11:30-17:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-0:0', 'Saturday': '11:30-0:0', 'Sunday': '11:30-22:0'}",1,place cool loved friendly staff patron immediately felt home great time chatting everyone absolutely adored place definitely coming back wait meet mascot lama either hear super special
AWEtManEPzo0HGUi24rrlQ,KhxxOb4ps95u3RSP8jkqcw,syuKX2pH3JJhOOppzNI6SA,5,3,2,3,"Visiting Santa Barbara for the weekend and wanted some Japanese food. Did a search, found Yoichi's and was instantly intrigue because they only serve a seasonal 7 course Kaiseki dinner which is unheard of outside San Francisco and possibly L. A. They appear to be quite new with only 20 reviews or so but all are 5 stars! So I called, made a reservation, when we arrived we where quickly greeted and taken to a table. The 7 courses took approximately 2 hours to serve, the food was wonderfully presented, fantastically fresh, tasty and I could not have asked for more! If you enjoy real Japanese food and or are willing to be adventurous, you have to try Yoichi's next time you are in Santa Barbara!",2015-10-25 01:15:41,Yoichi's,230 E Victoria St,Santa Barbara,CA,93101,34.4271662,-119.7024792,4.5,184,1,"{'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'RestaurantsAttire': ""u'casual'"", 'WheelchairAccessible': 'True', 'BikeParking': 'False', 'Alcohol': ""u'beer_and_wine'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'False', 'RestaurantsReservations': 'True', 'HasTV': 'False', 'GoodForDancing': 'False', 'Caters': 'False', 'RestaurantsPriceRange2': '4', 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsDelivery': 'None'}","Restaurants, Nightlife, Japanese, Bars","{'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-21:0'}",1,visiting santa barbara weekend wanted japanese food search found yoichi instantly intrigue serve seasonal course kaiseki dinner unheard outside san francisco possibly l appear quite new review star called made reservation arrived quickly greeted taken table course took approximately hour serve food wonderfully presented fantastically fresh tasty could asked enjoy real japanese food willing adventurous try yoichi next time santa barbara
k6cQ-SdQoXSJhaabIniPRg,-pOPETmDQKXdp_0dtn1kXg,wuzoQhym6ll3fjAiVgIJbw,4,0,0,0,"This place makes a good cup of coffee but you already new that. I came here once on a date that ended up being late so i ordered a cup of joe and played a game of chess with a man named Grey (I'm pretty sure he's the checker at Vons) long story short, i lost the game and the girl so i knocked off a star",2016-01-04 04:06:27,Good Cup,918 State St,Santa Barbara,CA,93101,34.4210925915,-119.701066,3.5,109,0,"{'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'Alcohol': ""'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'Caters': 'True', 'RestaurantsDelivery': 'False', 'WheelchairAccessible': 'True'}","Coffee & Tea, Food","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '8:0-19:0'}",1,place make good cup coffee already new came date ended late ordered cup joe played game chess man named grey pretty sure checker vons long story short lost game girl knocked star
5dASYlr55GBL4c3bxwHSpA,6S4Q_lQwStD_rBL_KedfiA,-kY_HDP7IMvGl-kBIZVU4A,4,1,0,0,"Delicious coffee, and not too crowded early on a Saturday afternoon. The interior is a little uber-modern for my taste, but the small outdoor patio is a perfect place to sit and chat or read a book. Friendly staff who pull great espresso. I only wish it didn't directly face a car wash - it can be kind of loud. There's a bike rack right near the outdoor seating so French Press is not a bad post-ride stop.",2013-10-26 23:49:54,Dune Coffee Roasters - Anacapa,528 Anacapa St,Santa Barbara,CA,93101,34.4189939,-119.6950684,4.0,320,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'None'}","Coffee & Tea, Coffee Roasteries, Food","{'Monday': '6:0-17:0', 'Tuesday': '6:0-17:0', 'Wednesday': '6:0-17:0', 'Thursday': '6:0-17:0', 'Friday': '6:0-17:0', 'Saturday': '6:0-17:0', 'Sunday': '7:0-17:0'}",1,delicious coffee crowded early saturday afternoon interior little ubermodern taste small outdoor patio perfect place sit chat read book friendly staff pull great espresso wish directly face car wash kind loud bike rack right near outdoor seating french press bad postride stop
C4G_HFidOyuqiSsnGHwyrw,prB6f-dgMwuoDd5apdeoEA,SZU9c8V2GuREDN5KgyHFJw,5,0,0,0,"Out at the end of the pier. The mussels were really good. The sourdough bread was not homemade. But the overall ""vibe"" was well worth it.",2018-04-05 13:34:41,Santa Barbara Shellfish Company,230 Stearns Wharf,Santa Barbara,CA,93101,34.4087147,-119.6850187,4.0,2404,1,"{'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'no'"", 'Alcohol': ""'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'Caters': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'True', 'HappyHour': 'False', 'Music': ""{u'dj': False, u'live': False, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': False, u'no_music': False}"", 'GoodForMeal': ""{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': False}"", 'CoatCheck': 'False', 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': True, u'sunday': False}"", 'BusinessAcceptsBitcoin': 'False'}","Live/Raw Food, Restaurants, Seafood, Beer Bar, Beer, Wine & Spirits, Bars, Food, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-14:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1,end pier mussel really good sourdough bread homemade overall vibe well worth
k-91DfvppEamMLQr2KdS2g,s_5Yk7wdoh3Xj_-NjeyqrQ,ZCURd9PiH4qdEjQfrIZzFg,4,1,0,0,"We searched Yelp for a late lunch restaurant as we walked on State Street. Jane's wasn't serving until 5:00 and Bouchon seemed pricey and too far a walk for 4 hungry teen girls, Mom & Dad.  We came back to Maggie's and noticed the inlaid granite table tops and pleasant interior architectural finishes. Our server was a Colombian Kinesiology student who responded to our questions on healthy choices (which we ordered along with other enticing fare). He was engaging, smart, and astutely observant to our needs.  We were delighted with Happy Hour appetizer offerings and prices - the Escargot was excellent, (I thought it was as good as I've had).  The crab cakes and hamburger were top notch, the truffle fries were gobbled up, and the salads were interesting, different, and local.  I thought the dishes were very well prepared, creatively concocted, (either unique or done with flourish), and the bill was reasonable. The location, open air, and ambiance were refreshing to me.",2013-08-15 21:42:29,Maggie's at State and A,1201 State St,Santa Barbara,CA,93101,34.4233666,-119.7047065,3.5,52,0,"{'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '3', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'GoodForKids': 'False', 'RestaurantsTakeOut': 'False', 'NoiseLevel': ""u'quiet'"", 'Caters': 'False', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': True, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}"", 'HappyHour': 'True'}","American (New), Beer, Wine & Spirits, Food, French, Restaurants","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",1,searched yelp late lunch restaurant walked state street jane serving bouchon seemed pricey far walk hungry teen girl mom dad came back maggie noticed inlaid granite table top pleasant interior architectural finish server colombian kinesiology student responded question healthy choice ordered along enticing fare engaging smart astutely observant need delighted happy hour appetizer offering price escargot excellent thought good crab cake hamburger top notch truffle fry gobbled salad interesting different local thought dish well prepared creatively concocted either unique done flourish bill reasonable location open air ambiance refreshing
NQEbqMLqUT-61gw0GDQ54w,TgCLIZJnI4k0KFgt6hGQeg,B91yBSPvAz5O_t9JFafN1Q,4,0,0,1,"Stop #5 courtesy of BJ Penn vs. Matt Serra, UFC PPV.  The sweetie and I stumbled in for the fight, but stayed for the nice college sports bar and friendly neighborhood vibe.   I'm definitely getting old, because three drinks into my night I was ready for bed.  Damn that old age.",2008-05-26 04:07:04,O'Malleys Bar,523 State St,Santa Barbara,CA,93101,34.4173886,-119.6965844,2.5,172,1,"{'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'HappyHour': 'True', 'NoiseLevel': ""u'very_loud'"", 'GoodForDancing': 'True', 'Smoking': ""u'outdoor'"", 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'Corkage': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'CoatCheck': 'False', 'BYOB': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'ByAppointmentOnly': 'False', 'OutdoorSeating': 'True'}","Nightlife, Bars, Sports Bars","{'Monday': '12:0-1:30', 'Tuesday': '11:0-1:30', 'Wednesday': '12:0-1:30', 'Thursday': '11:0-1:30', 'Friday': '11:0-1:30', 'Saturday': '12:0-1:30', 'Sunday': '12:0-1:30'}",1,stop courtesy bj penn v matt serra ufc ppv sweetie stumbled fight stayed nice college sport bar friendly neighborhood vibe definitely getting old three drink night ready bed damn old age
g1LDq1fldwm4-Sf4P74PmA,ZTSwqF59dGAQnTnQ9RGspQ,CWdCNIJU4Kh480NV9dgQjw,5,0,0,0,"This is a wonderful place to stop in and grab a yummy beer amd have a casual Happy Hour. Plus it's dog friendly, which is a major bonus!",2018-04-30 00:46:03,Third Window Brewing,"406 E Haley St, Ste 3",Santa Barbara,CA,93101,34.4209477132,-119.690492184,4.5,183,1,"{'DogsAllowed': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'HappyHour': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Nightlife, Beer Gardens, Breweries, Food, Beer, Wine & Spirits","{'Monday': '12:0-20:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-16:0'}",1,wonderful place stop grab yummy beer amd casual happy hour plus dog friendly major bonus
UF9_3xbfsqvd-KGJ2hVgHw,39MAXVc1i705KiU6mpH78Q,-NSoqWG0CJ6peD2Zg3hBdA,5,2,0,0,"Best place in town! I was nervous at first since my move from the Bay Area, but fell in love with the service and quality of a good haircut. Chandlers is a must for every guy! New location is bigger and better! Easy parking as well!",2014-09-13 23:41:34,Chandler Salon,"401 Chapala St, Ste 104",Santa Barbara,CA,93101,34.414825,-119.6961,5.0,41,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'HairSpecializesIn': ""{'straightperms': False, 'coloring': True, 'extensions': False, 'africanamerican': False, 'curly': True, 'kids': False, 'perms': False, 'asian': False}"", 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False'}","Beauty & Spas, Barbers, Men's Hair Salons, Hair Salons, Blow Dry/Out Services, Hair Stylists","{'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '9:0-16:0'}",1,best place town nervous first since move bay area fell love service quality good haircut chandler must every guy new location bigger better easy parking well
gMC4S7Z_Fv5VQNH-N6pfww,G-syCQQo80B0f8f4iikF7A,34Eqv8jXgxg_EEwcsNgeeg,4,0,0,0,"Try Mama's Oatmeal bowl...tastes like banana nut bread. You do not need to add sugar for the Mama's Oatmeal. Per the Acai Oatmeal...tastes like the berry. It has a strong herbal flavor but that is the taste of the Acai. It was quick and healthy, we would come back again. Perfect if they had their bathrooms. I had to go next door...it was unisex.",2015-07-06 16:20:16,Backyard Bowls,331 Motor Way,Santa Barbara,CA,93101,34.4151137,-119.6944966,4.0,659,1,"{'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'False', 'Caters': 'False', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'HappyHour': 'False', 'RestaurantsDelivery': 'None', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}""}","Health Markets, Coffee & Tea, Ice Cream & Frozen Yogurt, Restaurants, Juice Bars & Smoothies, Breakfast & Brunch, Food, American (New), Specialty Food","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}",1,try mama oatmeal bowl taste like banana nut bread need add sugar mama oatmeal per acai oatmeal taste like berry strong herbal flavor taste acai quick healthy would come back perfect bathroom go next door unisex
TwP_2sEreU7STqwj6g3FcQ,EobdQN6h-fniZWVQYB-bmQ,34Eqv8jXgxg_EEwcsNgeeg,4,0,0,0,"I first had acai at the Health Bar in Hawaii, and I hated it. It was just icy and very cold. Didn't offer very much to me. It was like eating medicine.

All my friends rave about Backyard Bowls; it's a must for any of their SB trips. I went here with low expectations, and they were surely lifted! The acai is creamy and paired well with crisp rice and granola. Portions are filling. I give it 4 stars though since I thought the prices were kind of high. I suppose anything in SB isn't cheap, though.",2012-08-23 04:54:41,Backyard Bowls,331 Motor Way,Santa Barbara,CA,93101,34.4151137,-119.6944966,4.0,659,1,"{'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'False', 'Caters': 'False', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'HappyHour': 'False', 'RestaurantsDelivery': 'None', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}""}","Health Markets, Coffee & Tea, Ice Cream & Frozen Yogurt, Restaurants, Juice Bars & Smoothies, Breakfast & Brunch, Food, American (New), Specialty Food","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}",1,first acai health bar hawaii hated icy cold offer much like eating medicine friend rave backyard bowl must sb trip went low expectation surely lifted acai creamy paired well crisp rice granola portion filling give star though since thought price kind high suppose anything sb cheap though
