business_id,name,address,city,state,postal_code,review_count
SVV1VmybJGXGge6nFuHy_A,Williams-Sonoma,"200 S Broad St, Ste M6",Philadelphia,PA,19102,33
zJdQwRbI7p0bH_60sfBSYA,Subway,"180 Gravois Bluffs Circle Dr, Ste C",Fenton,MO,63026,13
-tx2Fb2MWnEqiCmr23uOrQ,The Body Shop Center City,518 N 2nd St,Philadelphia,PA,19123,7
UOj67HwLWdmCxereBvIlUQ,Inner Wellness  Cente,"7 E Mission St, Ste D",Santa Barbara,CA,93101,18
8Mguc6RQc7td38CbJc7yyA,Salon Elements,"1592 Central Ave, Ste 113",Saint Petersburg,FL,33705,6
HTJWXGmZA5dCBV9ylvLjUA,BAS Cleaning,607 Dudley St,Philadelphia,PA,19148,27
FDTwPQ4CNWEOY0rfh4eTzQ,ParadICE Hawaiian Shave Ice & Ice Cream,"11 W De La Guerra St, Unit A, Paseo Nuevo Mall",Santa Barbara,CA,93101,192
-LgWuUKKPhwp0wr6qJ0DAA,Campbell House Museum,1508 Locust St,Saint Louis,MO,63103,35
IKXaAODca0KYqr8Fo4sgjw,Gaby’s Station Pizza,1629 S 7th St,Philadelphia,PA,19148,11
sLgIenN5t-fFALQUkOvCyQ,Ralph's Market,137 W Main St,Moorestown,NJ,08057,19
doEu_L0NZnFBeSKw5tCTmg,The Tint Shoppe,94 E Glendale,Sparks,NV,89431,32
Okp9reNh6b53JwtjTlQAdw,Jack in the Box,1124 S Vista Ave,Boise,ID,83705,18
IzPaKFuTapl94B6iMjz3sw,Hampton Inn & Suites Franklin Berry Farms,7101 Berry Farms Crossing,Franklin,TN,37064,15
K_L_w0Hv47TLlpNJ2R14zA,South Reno Athletic Club,9393 Gateway Dr,Reno,NV,89521,132
zpfhIDWbsYgnN5ko8Uu3GQ,Q Massage,2787 Gulf To Bay Blvd,Clearwater,FL,33759,16
Yeef_hlUbSIRWog3dVortg,Parrilla Grill,1512 N 13th St,Boise,ID,83702,139
fNv6GfCCEzhpwSg2hOQ-SA,VisionLoft Events,235 North Delaware St,Indianapolis,IN,46202,23
K4fLZqHVuJjGZjM5iv9B6w,"Lauren Buckley, L.AC",1532 E Passyunk Ave,Philadelphia,PA,19147,17
S0TBIuX2tkMjM0SCILJrtw,Day Break Eggs,2900 Grays Ferry Ave,Philadelphia,PA,19146,22
dVKHPRNhgpclJ-E2CoZiXA,Stuff'd Buns,,Philadelphia,PA,19143,13
HwoJYHw9DJdGpM-xiCcDPw,R J Carroll and Sons Plumbing,625 N Salsipuedes St,Santa Barbara,CA,93101,12
ubY32K1etPsEkWHDb7-4Lw,Camden Pier District Apartments,330 3rd St S,Saint Petersburg,FL,33701,7
oa_DPnCFtVJb6FFxO09pig,Tom's Shoe Repair,1911 Drew St,Clearwater,FL,33765,19
NSF2PqU1oYfZk5EAO2ygoQ,Public Storage,6 Dobbs Ln,Cherry Hill,NJ,08034,6
auH0BAgcZwxuQFKmvwy5PQ,Chef Tony Macaroni,6918 N Florida Ave,Tampa,FL,33604,5
vsQT6ru-kMuQrEiadapIlQ,LeBrane's Creole Cuisine & Catering,137 Sala Ave,Westwego,LA,70094,17
LnQRfj3pPz0369stRnwUWw,Sushi Ushi,1713 State Rd 60 E,Valrico,FL,33594,256
dwrA-_hwsT5RIh-bAmz3BQ,Strange True Tours,827 Toulouse St,New Orleans,LA,70112,43
N3m24XDVz7YSI8f39LELTQ,Trav's Barber Shop,"215 E Broad St, Ste A",Souderton,PA,18964,10
9L4MIONrA5qwZYJd5Ji8eA,Tokyo Mandarin,"525 Beckett Rd, Ste 6",Swedesboro,NJ,08085,42
PsnjyN3llgp3BTUA2MYGuA,Museum of Contemporary Art,265 S Church Ave,Tucson,AZ,85701,33
7T1VAYHIS3cgsDj3iS6JWQ,The Frosted Fox Cake Shop,6511 Germantown Ave,Philadelphia,PA,19119,104
U0ICWpbd1C0GD9SpIv3bSA,Outback Steakhouse,"2020 Brandon Blvd, Ste 190",Brandon,FL,33511,165
L-YdO_NODKXXT3bkS0nUpg,RumFish Grill,6000 Gulf Blvd,Saint Pete Beach,FL,33706,664
17Y8circEnkMMXKfLo8Ztg,Bitar's,947 Federal St,Philadelphia,PA,19147,154
uQQyK7-95jk-ZKgT0b1_Fw,Classic Nail Bar & Spa,1113 S Black Horse Pike,Gloucester Township,NJ,08012,6
PPOY4xERWxpwbt0z3U-3vg,If Trees Could Talk,,Clearwater,FL,33761,7
S2Ho8yLxhKAa26pBAm6rxA,Creole House Restaurant & Oyster Bar,509 Canal St,New Orleans,LA,70130,1594
Swjkmg5qAHT6hwXQRWQoHQ,Tampa Bay Brewing Company Westchase,13937 Monroe's Business Park,Tampa,FL,33635,476
ZgcV7HeNSUiuw-iIkakBgg,Armada Games,10910 N 56th St,Tampa,FL,33617,13
YJuPoh3kx6orSAGCKhLYHA,Meineke Car Care Center,5323 W 38th St,Indianapolis,IN,46254,21
q3le6ONZG3Eqa3GkyntqjQ,All Appliance Parts,"6880 Pendleton Pike, Ste C",Indianapolis,IN,46226,14
ggOBvjaHGDCck-67wtmFEQ,Alpine Liquors,7501 N Nebraska Ave,Tampa,FL,33604,12
CA5BOxKRDPGJgdUQ8OUOpw,Maynards,400 N Toole Ave,Tucson,AZ,85701,608
wHiPhPVuGnngEieDBMG00g,Mellow Mushroom - Brandon,10959 Causeway Blvd,Brandon,FL,33511,391
cgwMcp5TnuGaCV3dukaqHQ,Morton Plant Hospital,300 Pinellas St,Clearwater,FL,33756,71
jxG_3wm4pxyA2A-XSCVi5Q,First Choice Moving and Storage,,Tampa,FL,33617,11
KYaxFTVWG_opECuNpdrUKw,Strandhill Public Tampa Heights,309 W Palm Ave,Tampa,FL,33602,27
curw--Uj4rIWSRq69J_j8Q,Mrs.Ken Wax and Nail,1219 Lancaster Ave,Bryn Mawr,PA,19010,70
jfIWqMrdWnPNORcDnQ7VNg,Chili's,10340 N McCarran Blvd,Reno,NV,89503,188
XQ7EnOjNblwpGox11SHuqw,Vivi Spa Nail,1812 E Main St,Plainfield,IN,46168,7
JDtOr0k1ScJ3l-qhGGhG9g,4 Seasons Nails & Spa,700 Nutt Rd,Phoenixville,PA,19460,17
ZVcKlfVeS47ATRd_L1M2NQ,Magic Nails,4321 Telegraph Rd,Saint Louis,MO,63129,20
yLIn3po-fKb0T3UIoJdiyQ,Famoso Neapolitan Pizzeria,11750 Jasper Avenue NW,Edmonton,AB,T5K 0N3,117
Am0aFLbVKkDmdzjIg5u5bg,Two Rivers Ford,76 Belinda Pkwy,Mount Juliet,TN,37122,43
EXU-jYDhha7VbmX6Y3ESEg,Urban Air Adventure Park - New Tampa,6250 Commerce Palms Dr,Tampa,FL,33647,37
JCWwQuH9pEHg-yTj4-D_ow,Value City Furniture,10705 Lincoln Trl,Fairview Heights,IL,62208,13
bJazyxju69RqC35WSSY-_g,Solace Pharmacy and Wellness Shop,"1526 Ridge Ave, Fl 1",Philadelphia,PA,19130,9
KpxZYGTUQM2ygfDuUiC76g,Macarons & Goodies,50 St Thomas Street,St. Albert,AB,T8N 6Z8,10
KCU-pnUi_ct1eWFW1GsIbA,Loose Pooch Dog Club,1925 State St,Santa Barbara,CA,93101,23
YLz6KFm7pwzFOXUbEJYHvg,Hogan's Beach Shop,"483 Mandalay Ave, Ste 108",Clearwater,FL,33767,42
oRLZk89gLAKnh-q8236lHA,Alton Memorial Hospital,1 Memorial Dr,Alton,IL,62002,7
p7HUZ_qJBvEOGR4w4_VRNA,Mesa Home,2619 Cherokee St,St Louis,MO,63118,6
HsRyFKdU70DKYpqai2HEIQ,Corner Landscaping & Tree Service,824 Rhawn St,Philadelphia,PA,19111,5
v-zDsLgL_5mS2ce-C1wgPw,7th Level Mortgage,401 Route 70 E,Cherry Hill,NJ,08034,5
CHh0ZFrQcsk4boOItr2Zuw,Albertsons,1018 Casitas Pass Rd,Carpinteria,CA,93013,58
f24cDBKwf0vYFfMoGKM4WQ,DLS Roadside Service,,Darby,PA,19023,5
ODstBbc1uyaliKDuCt9hHA,99 Cents Only Stores,750 W Calle Arroyo Sur,Sahuarita,AZ,85614,5
xEJAn8fVO6d2Cx2NB7yGRg,Lawn Love Lawn Care,,Philadelphia,PA,19134,14
ivmKTD7lUjsGU7smNOL81A,"Pizza Twist - Greenwood, IN","997 E County Line Rd, Ste P",Greenwood,IN,46143,46
x_WLcfrwrj2xthDbopfoMg,Sparkle Cleaners - Campbell,2701 N Campbell Ave,Tucson,AZ,85719,11
W3pOGK9qIZJbA6CS0HRNcQ,HotBox Pizza,715 Broad Ripple Ave,Indianapolis,IN,46220,107
yfHAv4seGavxYebzUgtZrg,Guaterico Deli,526 S Clinton Ave,Trenton,NJ,08611,6
z5YxP_jyIU7dRKUA7V_H0w,Cily Chicken Rice,933 Race St,Philadelphia,PA,19107,68
rHDn8wQTL8wRmS2CWSK_EQ,The Hive Beauty Shop,"130 S Hope Ave, Spc F127, Ste 108",Santa Barbara,CA,93105,6
dkFEJtR4oGD2M4oZy0wVVA,Boggs Auto,1583 Gateway Blvd,Woodbury,NJ,08096,6
BpMY8lZ0Q82q2Ix3yeu8YA,Rod The Roofer,,Sun Valley,NV,89433,9
t1P8sQvq-XkljRDPocBZSQ,Bruno's Pizza & Restaurant,509 Hopkins Rd,Haddonfield,NJ,08033,104
DGvkU7CkdBs6lNbncQmF3A,Franklin's,3521 Bowman St,Philadelphia,PA,19129,129
MF5-JPr0auUkY_WLTTVUaA,Tacodelphia,427 S Broad St,Philadelphia,PA,19147,240
YDRKemPPNlRfix1CyIrUbQ,Hairspray By Shawn David @ Sola,"8702 Keystone Xing, Ste 420",Indianapolis,IN,46240,24
MjZQqZAmJeMco_Vq-Y9h-g,Starbucks,13170 North Hazel Dell Pkwy,Carmel,IN,46033,33
fQXqQ-3pdDzOBGnZPr1qgg,Doc Bresler's Cavity Busters,240 Geiger Rd,Philadelphia,PA,19115,36
6kPHr6gZaU9732ptn9gJrA,La Guerrerita Mexican Food,"5698 Hollister Ave, Ste A",Goleta,CA,93117,128
rBIwGqpV2CKq8UBJ5SLSOQ,US Post Office,"5209 Greene St, Ste 1",Philadelphia,PA,19144,28
6UzH7jmqJ6RjDprM3N2NVg,CVS Pharmacy,160 South Main Street,Doylestown,PA,18901,12
WtbxwqF3PQuBnlWvgpOi1g,Publix Super Markets,661 President Pl,Smyrna,TN,37167,18
vu10ADHz8mmKuGnIWx_Ngw,Master Restoration,17129 US Hwy 19 N,Clearwater,FL,33764,22
e4lrDi48799CTlV6CYVufw,Refresh Computers,,Philadelphia,PA,19147,7
hPf3hARxhNNqajMo7aoKrg,Ross Dress for Less,958 W Street Rd,Warminster,PA,18974,10
vD2jzpPv4iyOLKzITscGvA,Farmhaus Restaurant,3257 Ivanhoe Ave,Saint Louis,MO,63139,324
s29wxFmnoRdckDjwmPi1RA,Sushi Sho Rexley,214 2nd St N,Saint Petersburg,FL,33701,121
Fpdn5SuqzaZsaL2f7awd7A,Wet Rentals & Tours,401 2nd St,Indian Rocks Beach,FL,33785,12
H-ShuZET0m9IkCv-L9zFXA,Dairy Queen,9008 E 10th St,Indianapolis,IN,46229,9
UfjOESkPzTXkV2o5suvkBg,Wawa,600 Route 38 East,Maple Shade,NJ,08052,11
-5HAZGNFs5-MkwT1iwROkQ,Tim Moye Transmission,17414 Hwy 41 N,Lutz,FL,33549,10
bYtaoey6jsSv8qBBe4LtXg,Ace Hardware Donelson,2730 Lebanon Pike,Nashville,TN,37214,10
axS5eZip1DadYekJMvWkqg,Sound Health Services,"3860 S Lindbergh Blvd, Ste 108",Saint Louis,MO,63127,6
CmO2HHf250RP5uZAaEyTgg,Luxury Nails,"261 Easton Rd, Ste 103",Warrington,PA,18976,24
SBy57DuS62gcyGDEOm18Tw,Red Roof Inn Bridgeton,3470 Hollenberg Dr,Bridgeton,MO,63044,9
ql9pGsVnj0ZWAsHxO0myaQ,H & T's Homecooking,2264 Murfreesboro Pike,Nashville,TN,37217,129
PHGEpT-O0ppM6JVGqq-6Iw,Env Hair Studio,3780 Tampa Rd,Oldsmar,FL,34677,12
B-1tudB74EiffIDx7leEQw,Fifth Generation Home Inspection Services,5621 Marcia Ave,New Orleans,LA,70124,9
-Wyh5nrgFXVlkkbb1xC1yg,McCoy's Auto Service Center,2323 Ridge Ave,Philadelphia,PA,19121,6
mdFvuwbzWClpg3wfJj-pAA,David Anthony's,861 Seibert Rd,Scott AFB,IL,62225,6
QH_rngbphGsev48LW7JJ3g,Budget Dumpster Rental,,Indianapolis,IN,46250,8
02G_VsT0vxNp8VnTYjF8eA,Culligan of Tucson,2209 E Ginter Rd,Tucson,AZ,85706,8
nX2105_S9lUhB5rbhC2n2w,Donut Drive-In,6525 Chippewa St,Saint Louis,MO,63109,268
zJErbOQMKX-MwHs_ulV7DA,Philadelphia Marriott Old City,"One Dock St, 2nd and Walnut St",Philadelphia,PA,19106,217
qZk3lDvVwOV6FcCnDOyo4Q,Number 1 Beauty Supply,5806 Woodland Ave,Philadelphia,PA,19143,7
UbnXqLQe-QFG8hf-Suor4Q,Trim-Rite Meats,500 Delsea Dr,Sewell,NJ,08080,21
ypXuDmnnPxnfP8a0qLsiEg,M.L.Rose Craft Beer & Burgers - Sylvan Park,4408 Charlotte Ave,Nashville,TN,37209,378
EYihmDxqVkspEaXgCorISQ,QDOBA Mexican Eats,"5630 W 86th St, Ste 144",Indianapolis,IN,46278,21
3DDRYqCzc3Yhh7WOpNh7tg,El Limon,4514 City Ave,Philadelphia,PA,19131,12
zgaaJ6jAhKpWCtQRryJfVQ,Devito's Pizza IV,124 Tremont St,Trenton,NJ,08611,5
dTvffuPtnhOSwSNuKP7BxA,Aloft Tampa Downtown,100 West Kennedy Boulevard,Tampa,FL,33602,158
zdG9d52hqH0JIk65LQzcaA,McDonald's,1106 Hurffville Rd,Deptford,NJ,08096,34
_O_KBH1MStcUkS1xk5pxsg,Franny Lou's Porch,2400 Coral St,Philadelphia,PA,19125,68
FYPZF3nsXkoe_mEAw847pg,David's World Cycle,14309 N Dale Mabry Hwy,Tampa,FL,33618,28
3qbFLioR0HxfMs5-sHj4nA,Sharper Image Pools,10126 Woodberry Rd,Tampa,FL,33619,8
2NfDJI2h-AMfqVhr2fM5Vw,Nordstrom Rack,2500 W Moreland Rd,Willow Grove,PA,19090,14
Q9l84rAZYp8RJbNFNU5EjA,George's Wholesale Tire Pros,8230 US 19,Port Richey,FL,34668,6
iBMTFUGYsUWhUUckaTyziw,Stray Dog Theatre,2348 Tennessee Ave,Saint Louis,MO,63104,12
84DbjszOXW5D-OiqWSEd-w,Hair Mania II,220 15th St,Sparks,NV,89431,12
zDEzXNbn84HD0lR0KD0seg,Szechuan Hill Chinese Restaurant,1238 Township Line Rd,Drexel Hill,PA,19026,53
7EdQA9eGwSuQTzomG4QBjw,Johnnie Bleu,812 N Broad St,Philadelphia,PA,19130,7
Zcb2GprKFADcCbAdm1fMWA,Total Restoration Contracting,342 W Ridge Pike,Limerick,PA,19468,7
1T9F7iLDFAYWJvif1RKneg,Saigon Restaurant,4760 W 38th St,Indianapolis,IN,46254,421
eOko5M1AvsmUF3ipOz8jRA,Made By Marcus,10426 82 Avenue  NW,Edmonton,AB,T6E 2A2,57
A-8K66Kx7fMXkayG_3zdJQ,la Madeleine,"3300 Severn, Ste 201",Metairie,LA,70002,126
f06mf_7bT8FibS2UejNrfg,Blush Lane Organic Market,"Unit 8135, 102 Street",Edmonton,AB,T6E 4A4,27
IjjMyZ-qx_ajVD29STchlQ,Gallery Rinard,611 Royal St,New Orleans,LA,70130,16
GQun5xJ7kr9YAa4oGJSoMA,7 Days Appliance Repair,4754 E 1st St,Tucson,AZ,85711,17
fgCDIVM8-PLgJuhxePt2MQ,Be Well Bakery & Cafe,884 2nd St Pike,Richboro,PA,18954,5
J3HuHbR7krUT23LDsSzTrQ,Ko-Am Custom Tailor Shop,100 Montgomery Mall,North Wales,PA,19454,8
Gtn4_eWhhkjCVI613L2ZqQ,Starbucks,5520 Calgary Trail NW,Edmonton,AB,T6H 4K1,9
lH3tplAcbNrNL0nJoyXCNA,Keke's Breakfast Cafe,13614 Bruce B Downs Blvd,Tampa,FL,33612,163
8mrSsF9x8kDebGiZ_V2kiQ,Battle Born Tattoo,675 Holcomb Ave,Reno,NV,89502,58
rWEUp9a1RZfbnaqt5PaGig,The Cakehole,"18 W Main St, Ste B",New Palestine,IN,46163,12
CbkiD3NyciUekuLQ8PrBsQ,Chaude's Hair and Nail Salon,4325 Saint Claude Ave,New Orleans,LA,70117,8
5cFyAoy0nZ1WOvvlIDQ3nw,PODS Moving & Storage,6161 S Palo Verde Rd,Tucson,AZ,85706,12
NSOQiCdvojQjKOAXcr8WVQ,Dom's Shoe Repair,203 S 20th St,Philadelphia,PA,19103,36
xkgbgwTlkhzwo4ya_eIW-g,Cafe Du Monde,"3301 Veterans Memorial Blvd, Ste 104",Metairie,LA,70002,127
WQll5DlHZlysGST6MqsorQ,The Movement Chiropractic & Manual Medicine,"109 International Dr, Ste 200",Franklin,TN,37067,94
MPY4UwRBU_wYxlaYViIHMw,Sonic Drive-In,1718 Carouthers Pkwy,Brentwood,TN,37027,20
GARXhK4SYVcI7drvqjj3kw,McKay's Mill Dental,"2090 Oxford Glen Dr, Ste 500",Franklin,TN,37067,28
fPbegaLdUujQYw3ySX0O0g,Miracolo Men's Studio,304 N Main St,Doylestown,PA,18901,9
RjISdNawGnpjsewMTSGgsA,KASUMI SUSHI,"2201 Penrose Ave, Ste3",Philadelphia,PA,19145,55
-NR67PJ5DXIMhyHmWe95bw,Jordan Brian Studios,,Mount Laurel,NJ,08054,19
aG7LRLXT9iLh59QT-2gaTw,Buena Vista - Ardmore,5 W Lancaster Ave,Ardmore,PA,19003,58
plYv1QpBDnLJ8cOtvZvmfA,10th Street Diner,3301 E 10th St,Indianapolis,IN,46201,127
Knd4u3v3I_6SbAzp_gbXaQ,Mr. Sebas,104 E Reynolds,Plant City,FL,33563,20
GZMt33qFnbkPpewk3F0N1w,R2 Barber Shop,2075 Drew St,Clearwater,FL,33765,10
Tpl5ACUGTS1RqLJaheGfQw,Gaslight Printshop,7004 E Broadway Blvd,Tucson,AZ,85710,6
TYmX9kGUoktbJZvaS_7zNw,Coldwell Banker Preferred - Old City,223-25 Market St,Philadelphia,PA,19106,16
vzwsfVqFOVn6q8-g5JEJMQ,Phoenix Auto - Service Center,725 Calhoun Ave,Nashville,TN,37210,6
cM-mwZrOPbeXRQqrXDU1_Q,Seland Chiropractic Center,7350 Village Square Ln,Fishers,IN,46038,9
_W9lITxMHNInaS2Lv2XoUw,Casa Del Mar Inn,18 Bath St,Santa Barbara,CA,93101,194
lxIBTeRbZyGL-aM215679A,Bradley Law Personal Injury Lawyers,"1424 Washington Ave, Ste 300",St. Louis,MO,63103,6
I13c2-Yo7hn2BKwCI81HSQ,Bellacino's Pizza & Grinders,4260 Hampton Ave,Saint Louis,MO,63109,72
NsbA31abl8CvYFs6P6kpyw,Popeyes Louisiana Kitchen,215 W Main St,Norristown,PA,19401,32
x4XdNhp0Xn8lOivzc77J-g,Thai Place Restaurant,"700 Nutt Rd, Ste 730",Phoenixville,PA,19460,222
80YxG377gZn4crOTUSgbRQ,Sugardarlings Cupcakes,8511 Old County Rd 54,New Port Richey,FL,34655,32
8ZxrekldhUOBA45uGOtIww,Barbers Club of Cherry Hill,2442 Rt 38 W,Cherry Hill,NJ,08002,73
UGdufAsFg_vHMdo6MC8aBg,Anytime Fitness,4784 E Sunrise Dr,Tucson,AZ,85718,15
FoJphjOIQ4vkApPDuuwOfw,Maid Brigade of St Louis,"10073 Manchester Rd, Ste 94",Saint Louis,MO,63122,6
Km94SEqBokmuM_HKoy7WJQ,Target,1050 Brandywine Pkwy,Wilmington,DE,19803,42
bhhRflcYH_QlNigCttmJaw,Universal Dentistry,124 Park Ave,Willow Grove,PA,19090,10
Yz7WIx3qYz2dlpYSQ5gB6Q,Johnson's Locust Hall Farm,2691 Monmouth Rd,Jobstown,NJ,08041,23
JLs-x6mvmanRB1AmHTn4ng,Desert Valley Dental,5990 Silver Lake Rd,Reno,NV,89506,35
Zt3fHShfpoP-i28IAGCpUQ,Subaru of Port Richey,11613 US Hwy 19 N,Port Richey,FL,34668,44
RSjBOAFBKklF5k3XYEzxjA,Foothills Mall,7401 N La Cholla Blvd,Tucson,AZ,85741,46
iHdrLu8deF5GceB0V1rPhA,Oliver's,1198 Coast Village Rd,Santa Barbara,CA,93108,313
77AGvT1KkYZJtyr6egeiZg,TT Nails,9301 N 56th St,Temple Terrace,FL,33617,19
pq8pg05QgtGYTjnHc8gwRw,Capistrano Apartments,2929 E 6th St,Tucson,AZ,85716,8
GphyhvJ8tX-ZZ3cDxJwdZg,Trilogy Nightclub & Hookah Lounge,601 Spring Garden St,Philadelphia,PA,19123,47
IjtKwA7njLjTvZr0nFSLeA,Kuba ,7525 Blind Pass Rd,St. Pete Beach,FL,33706,230
g3XS8z_A8Z6MLYMgNsFxxA,Boutique MMM,238 Public Sq,Franklin,TN,37064,6
aVX1c-_bCki6u14y7_QCIg,Exotic Customs,"510 E Barnard St, Ste 5",West Chester,PA,19382,7
L4MD197SU2J0VgXJ-sxPBg,Blu Salon Co.,"207 N Dale Mabry Hwy, Ste 306",Tampa,FL,33609,5
O9W0Qs32RL5kU2_9oqZCKQ,Pho Hoan Pasteur,6566 - 28 Avenue NW,Edmonton,AB,T6K 4C8,32
ulylWymYvAAklesQQNUSPg,Summit Carpet & Upholstery Cleaning,,Land O' Lakes,FL,34639,15
kxX2SOes4o-D3ZQBkiMRfA,Zaika,2481 Grant Ave,Philadelphia,PA,19114,181
8Zfo-9ZQWwC85wyBcRDb_Q,Chilispot,7930 Olive Blvd,St Louis,MO,63130,117
hYonVJe6xzVBHHT2FLo4zg,312 Pizza Company,371 Monroe St,Nashville,TN,37208,532
7LcreuQjTzVASVBM0NnKYg,Ringing Rocks Roller Rink,1500 Ringing Rocks Park,Pottstown,PA,19464,10
qJZR4gWHyI8Kthu5t75qwQ,Eren Design & Remodel,55 N Avenida De La Vista,Tucson,AZ,85710,5
RwiDZhyFs2ZZ_In8vPbz2A,Shred415 Indy,"11503 Spring Mill Rd, Ste 400",Carmel,IN,46032,30
nvzO4e3walpF3e-Fj0Md6g,"Lambeth Lyndon L, DDS","504 W Pueblo St, Ste 204",Santa Barbara,CA,93105,6
kRSXodYq6A1wfpP8tGGkUw,MedVet Indianapolis,9650 Mayflower Park Dr,Carmel,IN,46032,47
61Rj6O9_hZsp18EaL-jkcg,Feisty Studios Salon & Spa,"8245 N Silverbell Rd, Ste 111",Tucson,AZ,85743,12
cmGXUEe6GsjI0HI84yogrg,Bench Animal Hospital,5402 W Franklin Rd,Boise,ID,83705,20
KDNiXoLlaYTiRFr7zjjpkg,Big Lots,"3804 S Dale Mabry Hwy, Ste C",Tampa,FL,33611,9
3ZKNgX3W9R9rem9hkhdkfg,Keife & Co,801 Howard Ave,New Orleans,LA,70113,45
zcBkYPdtq1Oi4dNZD6zrLQ,Alps Supermarket,2700 S Grand,Saint Louis,MO,63118,6
MUQDp-1rzSN3lCjUycNLug,Dunkin',3313 Wharton St,Philadelphia,PA,19146,16
2AwPSsKNXm__P7mZidO3gQ,Uptown Allergy & Asthma,2622 Jena St,New Orleans,LA,70115,8
pQM6xrg4QNVXLLIdT-oOUw,CVS Pharmacy,4000 East Bay Dr,Clearwater,FL,33764,7
vwp_SG9FbE7rQkdsBm86fg,Arizona Hatters,2790 N Campbell Ave,Tucson,AZ,85719,18
FGd8MNC_IArIpxeXe_5u8w,Auntie Anne's,1625 Chestnut St,Philadelphia,PA,19103,6
oiSVxgRNjdcdzKPOBIR6PQ,Daddy’s Pizza,"403 W Trinity Ln, Ste 102",Nashville-Davidson metropolitan government (balance),TN,37207,7
Scai7ZFQLGAInHruaWFRoA,Empire Bar,819 Rue Conti,New Orleans,LA,70112,32
9ErL3RgoLljuSZdDmk-iRw,Earls Kitchen + Bar,194 Ordze Avenue,Sherwood Park,AB,T8B 1M6,43
angEdz7XYtAF2GREF-Z-rg,LL Flooring - North Indianapolis,8410 N Michigan Rd,Indianapolis,IN,46268,7
Wjl73qDBmUlbuTWcJ-gpCA,Wilson Oil and Propane,221 Rogers Ln,Wallingford,PA,19086,15
5_sby6qh9I6rwnSuoURSaQ,Nordstrom The Plaza at King of Prussia,190 N Gulph Rd,King Of Prussia,PA,19406,105
1AMdlp3799xhKsEvce9_aA,Helen’s Hot Chicken,416 21st Ave S,Nashville,TN,37203,8
x4sOiGj59EtJkhP1g0Sg4Q,Jason Pritchard Hairdressing,4011 S MacDill Ave,Tampa,FL,33611,16
vS455Bh1QjQMqX09S0uNmQ,In Great Detail,306A Westtown Rd,West Chester,PA,19382,7
cMHPOVD2ep75hOKp6s0h5w,Gentspa,120 W Market St,Indianapolis,IN,46204,18
CoyTdhCmXhDHllp-M-Lc8g,Ace of Escape,406 N. Church Ave,Tucson,AZ,85701,29
DZQBxfpettYc38_QtZw88A,Beach Bum Tanning - Cinnaminson,155 Rte 130,Cinnaminson,NJ,08077,12
J6-8orqKhPxCuYhaJISXpA,Muser's Pub,6594 Scanlan Ave,Saint Louis,MO,63139,6
DJn--tATa1HTjO-am4BLwQ,Salon BHB - The Bridal Hair Boutique,167 S Main St,Doylestown,PA,18901,9
_PnCRqvqRZxm-3A26poXxQ,Ana's Dominican Beauty Salon,931 E Brandon Blvd,Brandon,FL,33511,6
MkJ5kdhX3Jl48ykeMEVVIw,Martin Main Line Honda,123 E Lancaster Ave,Ardmore,PA,19003,159
KfkZSWv__FwhFDz-IGUTSQ,Women's Care Florida,"4150 Woodlands Pkwy, Suite A",East Lake,FL,34685,6
ZPWJAgvdHREomrUJ8tIh2Q,The Granada Theatre,1214 State St,Santa Barbara,CA,93101,44
V-s0X1a8mvf3Fe0akUSF0A,North Milpas Laundry Wash 'N Fold,834 N Mipas St,Santa Barbara,CA,93103,10
nROgQ9JIN0sjv-i5R1rHcA,McDonald's,4818 S Manhattan,Tampa,FL,33611,21
mzkitz3hHL9Xuk7Tk1AN7g,Happenchance Social Lounge,"7180 Nolensville Rd, Ste 1G",Nolensville,TN,37135,13
yXFAWdJRYU3TGIbVAQLTrQ,The Club,1 Hickory Club Drive,Antioch,TN,37013,6
3QaEVNhVytJ8rMfyECW5IA,Tackle Shack Water Sports,7801 66th St,Pinellas Park,FL,33781,13
iBHCv93BnYdSR1gnmUjhpg,Good's Vintage,1022 S 9th St,Philadelphia,PA,19147,11
AY-M_DxuCITH4Xjn45Rczg,Sandy's West RV Center,1451 W Miracle Mile,Tucson,AZ,85705,11
SGtB-yzWcFn0laOGaFhdnA,The Franchise Sports Bar & Grill,601 E Edwardsville Rd,Wood River,IL,62095,16
skX8LBrX5U45JoF07ykbJQ,E Sushi Odessa,13537 State Rd 54,Odessa,FL,33556,55
_Dr8Bnt8us2qyPKayfj-rA,IHOP,4736 US Hwy 19,NEW PORT RICHEY,FL,34652,29
3CYCAfxR4aoNb7gCIsN8pg,Rally,2131 4th St N,St. Petersburg,FL,33704,27
mhn1epLVEW1VLm_8DmihRQ,Portsche's Jewelry Boutique,816 W Idaho St,Boise,ID,83702,14
LnZvGYbqozanOSevcftnrw,HipCityVeg - University City,214 S 40th St,Philadelphia,PA,19104,314
mgGI5eD49ga0N7iolZ_fIw,City Way Animal Clinics - Fountain Square,880 Virginia Ave,Indianapolis,IN,46203,20
u7MJKcNdZXYyTeb67vD5jw,Starbucks,5 Hartford Rd,Mount Laurel,NJ,08054,17
ndSwAPAHeG6NVz8OZVDvhw,Campfire Cycling,15 E Toole Ave,Tucson,AZ,85701,11
Pc6LffKhk-yH6hwL2Cuytg,Sierra Sid's Casino,200 N McCarran Blvd,Sparks,NV,89431,14
