business_id,name,address,city,state,postal_code,stars,review_count
Yp7xPdDBcPRNsiEQ6QpRvw,Tucson Camera Repair,3813 N Oracle Rd,Tucson,AZ,85705,4.5,46
xn6Il2-KQAphL-JMzslnvw,Happy Mani Pedi,301 Route 73 N,West Berlin,NJ,08091,2.5,18
U0JBeQwbPrWi5FKr7vt6pA,Dan Brassil,601 E Lockwood Ave,Saint Louis,MO,63119,5.0,12
4Rz9e2RmP7ErILpcls-n2w,Belle Restaurant,5025 Harding Pike,Nashville,TN,37205,3.0,5
QNxXsVPYcecUuhGRG-88OQ,Harvest Bowl Eatery & Market,6109 N Florida Ave,Tampa,FL,33604,4.0,101
RzGr37s8p2ujVuN9of7ksQ,Panaderia La Conchita,4239 Nolensville Pike,Nashville,TN,37211,4.5,44
8QgzKWIcQovs1akgW_FSfw,Lutz Mail Depot - FedEx,18801 N Dale Mabry Hwy,Lutz,FL,33548,4.5,10
jV5xo3OidGMJeygZ8neKNQ,ALDI,812 N Delsea Dr,Glassboro,NJ,08028,4.5,5
sCUIr5-PCkg2KmS0ymftkQ,Liberty Tree Service,1760 County Line Rd,Huntingdon Valley PA,PA,19006,4.0,5
_v8Ccd70N6uXw8muQeyhOA,Moxie's Grill & Bar,13551 St Albert Trail,Edmonton,AB,T5L 5E7,3.5,52
WJkn1P09sKDpFrP2YHpJhw,Joy Bridal Studio,5008 Thoroughbred Ln,Brentwood,TN,37027,5.0,10
isbeaPln-E0DdffLRsuFhw,Francisco's On The River,1251 River Rd,Washington Crossing,PA,18977,4.0,109
5wgoIQXyP3BEPZLiVi1W8A,The Howlin' Wolf,907 S Peters St,New Orleans,LA,70130,3.5,213
Ibzon-fDLrRUdzvjTcXNvw,4:59 Barber Lounge,3407 E 86th St,Indianapolis,IN,46240,4.5,103
EvZxyqrR2xej3CT14pLa7w,An American Place,822 Washington Ave,Saint Louis,MO,63101,3.0,22
dtDM4YlFFS3XXXnwQlaUdw,The Distelfink Bakery,"850 S Valley Forge Rd, Ste 12",Lansdale,PA,19446,3.0,14
kUpS_2q_0pDX5yF0xsDNCA,Laundry & Tan Connection,"6129 Crawfordsville Rd, Ste C",Indianapolis,IN,46224,4.0,6
j_eImSxsxnW0FCM1b5ekEQ,Frost & Bean Gelato & Coffee Laboratory,"730 Broadway, Ste 3",Dunedin,FL,34698,4.0,11
2FOU5-I_eCGVNdr8R5wciQ,Texas Margaritas,7151 Whitestown Pkwy,Zionsville,IN,46077,4.0,27
onFzWveuDXbSOmq9CdBfPQ,RideNow Powersports Ina,4375 W Ina Rd,Tucson,AZ,85741,2.5,35
i8UZblHPk2O-iNKJrnWQ_Q,Taco Bell,8578 East Broadway Blvd,Tucson,AZ,85710,2.5,26
KDIkj7rASjiE1xUnyXALnQ,Ham's Deli,105 N Main St,St Charles,MO,63301,4.0,12
hTyJhpH7Bl5moMWQb4Sosg,Island Fin Poké,"6417 E County Line Rd, Ste 101",Tampa,FL,33647,5.0,88
luy5dLCsXLY1Ieqz6L5_uA,Avalon Flooring,2030 Springdale Rd,Cherry Hill,NJ,08003,3.0,34
1NhcrIJu3tsnIAKTZsvEeA,Andrew Rosen Orthodontics,1865 N Kolb Rd,Tucson,AZ,85715,4.5,7
CCseuHAUbBsoyd8tzD1_rQ,Get Air New Port Richey,7431 SR 54,New Port Richey,FL,34653,4.0,16
H3gKvifbAl4rCXb58H3qFg,Kendra Scott Jewelry,"5757 Magazine St, Ste C",New Orleans,LA,70115,4.5,11
QK0GG-MVxdAS9_i47ynpHw,Penningtons,320 Mayfield Common NW,Edmonton,AB,T5P 4B3,2.5,8
2quqM0ajKfTC_DV8sLAvxQ,Jon Smith Subs,"150 STen Mile Rd, Ste 140",Meridian,ID,83642,3.5,39
CyGxCUdTRGUPKGOgzC6Zug,Hudsons Canada's Pub,10307 Whyte Avenue,Edmonton,AB,T6E 1Z9,3.5,54
IXv-g1iK3Hwsnxp0vT8OgA,Whataburger,1430 W River Rd,Tucson,AZ,85704,2.5,71
PvT44WlqJLkUrCITo6AjRA,Breakfast Boutique Chestnut Hill,8630 Germantown Ave,Philadelphia,PA,19118,3.0,151
i6kNeNRrER8ocnpkBJ3wBA,Drexel Hill Pizza & Grill,4603 State Rd,Drexel Hill,PA,19026,3.0,54
GHFFp6jDIqO3U0G-HUcA-g,FYZ Auto Care,6212 Palm River Rd,Tampa,FL,33619,3.5,8
R_16PF-RdDfBcxjiY8K7eQ,South Beach Tanning Company,14407 N Dale Mabry Hwy,Tampa,FL,33618,3.0,9
e5lp4XP_PLkDgIGxdcAh8w,Verizon,4345 Kirkwood Hwy,Wilmington,DE,19808,1.5,9
EAJOR4zG6_ixBPYgWhp6Jg,Cafe Jasper,6370 N Campbell Ave,Tucson,AZ,85718,3.0,19
G9JqaURDTC_pSzji0bytwA,Port St Peter,727 St Peter St,New Orleans,LA,70116,3.5,83
1KnmkIFa2gVwK4DavsqECA,Safari Inn Downtown,1070 W Grove St,Boise,ID,83702,3.5,26
RTfy6koLz76SG0zNzw4CGw,Payette Brewing,733 S Pionner St,Boise,ID,83702,4.0,121
Z2LtuIH3Sthc49Pi3Yg8Jw,Hi Tech Nail,1434 US Hwy 130 N,Riverton,NJ,08077,4.5,36
xPSetcLWfl_3JoENfGf89w,Sauce On The Side,1312-1314 Big Bend Rd,Ballwin,MO,63021,4.0,37
xqEX7nzaESYmwyS5f_UI9g,Miami's Best Cuban By Los Maruchos,7194 Seminole Blvd,Seminole,FL,33772,4.5,42
159h-vlRcGnzwOTR29lQ8w,AT&T Store,13998 W Hillsborough Ave,Tampa,FL,33635,4.0,5
eJFw8xWcqyAno0SclR4uzg,Madison's Grill,10053 Jasper Avenue NW,Edmonton,AB,T5J 1S5,4.0,51
9BQXDFd55VUt4YDRPvwt0w,Tread Connection,,Reno,NV,89502,5.0,16
ziFtaIQdzQfFL79iLTq_zQ,Zac's Hamburgers,1301 E Macdade Blvd,Folsom,PA,19033,4.0,48
kHOXo-IZSpixpctmHsGlyA,The Beach Grill at Padaro,3765 Santa Claus Ln,Carpinteria,CA,93013,4.0,16
xs8GLIHS_Ec7fLkrTpa4KQ,Sierra Valley Home Services,,Reno,NV,89511,4.5,20
GiyWpSiEUUWqZTUcG3LRkw,Breakthrough Training,"140 Washington St, Ste 100",Reno,NV,89503,5.0,11
fT4jl8pcXCxKBrM85XjXSg,Vino Simpatico,722 Pasadena Ave S,Saint Petersburg,FL,33707,4.5,21
tjEKEDmyR_VmeBkJGwreLA,Dunkin',7004 N. Dale Mabry Hwy,Tampa,FL,33614,2.0,21
7p4iMnA_hE1Gpz6Yoc7TOQ,Meal Prep Reno,,Reno,NV,89431,4.5,23
b3S9e8p3CScsz3NZgNTdJw,Independence Square Barber Shop,"1260 County Rd 1, Ste 200",Dunedin,FL,34698,5.0,5
uE3yzH2l1A_FYciu95EptA,Koi Sushi & Thai,102 Lumber Dr,Franklin,TN,37064,4.0,157
PJnBmcaUrXVpqwqL2SNtOw,Caplan Eye Clinic,"3409 N Hullen St, Ste 100",Metairie,LA,70002,2.5,8
2fTfpN5SggLgW4LlzptMPg,Tzin Wine & Tapas,10115 104 Street Northwest,Edmonton,AB,T5J 0Z9,4.5,116
fsrclV85MTmg3npCmpxOuw,Hair Saloon,"9960 Kennerly Rd, Ste C",St. Louis,MO,63128,3.5,9
aYJjJMN8heS2PmkvsQzaZg,Treme Coffeehouse,1501 St Philip St,New Orleans,LA,70116,4.5,137
ymFuVzms2gjCxyD5bBqKdQ,Clayman Thyroid Center,5959 Webb Rd,Town 'n' Country,FL,33615,5.0,67
oY-YKxfE2Wjq51P16YZ6Cw,Dean's Village Laundromat,2938 N 1st Ave,Tucson,AZ,85719,4.0,26
yS0TsUzKBQlHQCZZeBrxww,Tortas El Guero,3818 N Highschool Rd,Indianapolis,IN,46254,4.5,176
ZdHf2EkMQPV2OBNgGhMAKQ,Americas Best Value Inn Nashville Downtown,2403 Brick Church Pike,Nashville,TN,37207,2.0,28
SmpGA80PKT0Y_t-wTxvASQ,Riverview Flea Market,7415 US Hwy 301 S,Riverview,FL,33578,3.5,8
QkyEr9j7il9lJqseTbPe5w,Spasso Italian Grill,1 W State St,Media,PA,19063,3.5,192
WcUS0B2iFLPAsdUZMwKkWw,Surf and Turf Cafe,101 N Franklin St,Tampa,FL,33602,3.0,5
RMm5FeJpYGZlGJIVsqz0Yw,Intelligent Movers,,Philadelphia,PA,19148,3.0,11
jqT81O6uawE_PhEr-jMbfg,Stewarts Tree Service,1917 S Franklin Rd,Indianapolis,IN,46239,4.5,6
LqaIFNWnwmy3PInuBDpAxg,Amigos Mexican Restaurant,2919 W State St,Boise,ID,83702,4.0,96
2pXrwBssKTp30uxbQgl6kw,St. Pete Beach,4700 Gulf Blvd,St Pete Beach,FL,33706,4.5,121
8lw3jLtE-WvjPxz00PzGWA,"James Sather, DDS","6600 N Oracle Rd, Ste 110",Tucson,AZ,85704,5.0,8
-M21d-vRVRaTyVywy8x-Ag,west elm,"1155 Saint Louis Galleria, Ste 1474",Saint Louis,MO,63117,3.5,20
igz0LFaSoRef-t30luOx2Q,Publix Supermarket at Southgate Shopping Center,5127 US 19,New Port Richey,FL,34652,3.0,16
XQi3Py8vE45364C1NDkj0A,One Mechanical New Innovations,"868 W Street Rd, Ste 145",Warminster,PA,18974,4.0,6
BgExC6utFsEhgyUqtw_ppg,Banana's Music,2887 22nd Ave N,Saint Petersburg,FL,33713,4.5,47
tFh0DrDMTom4B3pHpDpRNQ,Platoon Fitness,716 Walnut St,Philadelphia,PA,19106,5.0,10
CVeX9v44CyMbrx8kr0fQ8Q,Foundry 317 Home Interiors,819 E Westfield Blvd,Indianapolis,IN,46220,5.0,8
fNfnyVFfn7B9zuU7cYyk3Q,Bruka Theatre of the Sierra,99 N Virginia St,Reno,NV,89501,4.5,37
LnTRPLsxKt52AoX9oU6NPA,Long Hollow Family Practice,"450 Professional Park Dr, Ste C",Goodlettsville,TN,37072,2.5,6
_v_iFg_1a7nBBJVy8O02HQ,Shogun,12521 Olive Blvd,Creve Coeur,MO,63141,3.0,24
Nemb9iLSuFgHsU6Rv8Y1Tg,A&W,"Gateway Village, 2 Hebert Road",St Albert,AB,T8N 5T8,3.0,8
DByTT96OHSmTN72kyY72WQ,Chesheim Dental Associates,716 Bethlehem Pike,Glenside,PA,19038,5.0,8
9sdu-m075T6qdB46wXP46w,Krispy Kreme,2103 Elliston Pl,Nashville,TN,37203,3.0,65
-IRJAg0tkspFukxKY87TBA,Blue Mountain Vineyards & Cellars,36 S 7th St,Philadelphia,PA,19106,4.5,16
XGV6orMei8NRfmbpsRC3Rg,CraftyCrab,3851 Vincennes Rd,Indianapolis,IN,46268,4.0,28
qAltKw1eFbee8rylmXuX9w,Skin Cancer & Dermatology Institute,10479 Double R Blvd,Reno,NV,89521,3.5,20
N1ZXhAVzOzbyCBPEXTaUUw,Tandoor Authentic Indian Restaurant,106 S 40th St,Philadelphia,PA,19104,3.5,148
Cn-yNtqDhXuPaRVYmy1hEw,Skincare Solutions,"531 Main St, Ste H",Safety Harbor,FL,34695,4.5,8
EDODTmZbECNOErpUFgYk9Q,Heavenly Nails I,3222 Little Rd,Trinity,FL,34655,4.0,16
Tf6fwaU-ArGhfXr4v7wfkA,Lowe's Home Improvement,122 West Oak Avenue,Lawnside,NJ,08045,2.5,26
WvuPL2rp0EfxOLHsvhF66g,Salons by JC,3448 Lithia Pinecrest Rd,Valrico,FL,33596,3.5,5
8SqvtaRu9likNDAfAU-HBQ,Panda Express,455 Opry Mills Dr,Nashville,TN,37214,3.0,15
qRC7CkXf2jzEE-hyyEIElg,La Casa de Pan de Yuca,"4013 W Linebaugh Ave, Ste 101",Tampa,FL,33624,4.5,7
K9UndN45lYWVH4KgFj-8iQ,Pleasant View Car Care,6512 Hwy 41A,Pleasant View,TN,37146,2.5,6
rEt4M2MpiFzS-nqwzKDymw,Central Animal Hospital,4020 E Speedway Blvd,Tucson,AZ,85712,4.5,56
Gpx16uVu36_Tl6LRBBzXmg,Sunrise Surf And Skateboard Shop,259 Marlton Pike E,Cherry Hill,NJ,08034,5.0,8
p9tB3Fiszn1HMLUE-97K4g,Froyo Fresh,12211 W Linebaugh Ave,Tampa,FL,33626,4.0,76
F1H6TywJBg1rsUfOnizDpA,Incredible Underwater LED Lights,10166 66th St N,Pinellas Park,FL,33782,1.5,7
CE9wc-UtRIwiyo5i4QO1Og,CACi Wood-Fired Sicilian Grill,1592 E Riverside Dr,Eagle,ID,83616,4.0,156
CcqPX9PV6vHS7E9rYlgKoA,Racanelli's New York Pizzeria,6314 Delmar Blvd,University City,MO,63130,3.5,45
AaWmckcT3O1iQSAIUmzwUA,Basimo Beach Cafe,"1261 Gulf Blvd, Ste 120",Clearwater,FL,33767,4.0,339
xtV9pSVUv8sgqAO7Oxoacw,Eh! Formaggio,5510 Lafayette Rd,Indianapolis,IN,46254,4.5,6
pxuMxh5oC7W-PDN9wwvozg,Starbucks,219 N Center St,Reno,NV,89501,3.0,44
y8GId04Q7slRzgFYq-Yvkg,Tuchman Cleaners,378 Western Blvd,Greenwood,IN,46142,1.0,5
s2SoiyZzBwzaxxXCXqJ56g,The Tuxon Hotel,960 S Fwy,Tucson,AZ,85745,4.0,56
Vf1je11xO_8RtFeBUiV2tg,Golden China Restaurant,7018 E Golf Links Rd,Tucson,AZ,85730,3.5,13
Up2hJViJJf61k9V3jFbvzg,Cafe Arnold Neighborhood Grill,3946 Jeffco Blvd,Arnold,MO,63010,2.5,9
ERZqij-n1QhDHCIGX5du6w,Bates Electric,2006 Sierra Pkwy,Arnold,MO,63010,3.5,28
ryHhnOItSVPJB81Ty0Xb2g,Stonefire Tavern,10637 117th Dr N,Largo,FL,33773,4.0,59
rm63PmqG5zRZ09FtSsk4UA,Just Because...Flowers,3540 St Rd,Bensalem,PA,19020,5.0,6
-rTJCKclkU_ZnoQb4oKa9w,Fray's Donut House,5236 16th St N,Saint Petersburg,FL,33703,4.5,60
3WfH4I8OmHMjTIFhPgh4Tw,Sweeties By Mili,11961 Sheldon Rd,Tampa,FL,33626,3.5,16
8cdOG1T2aaj8ahEkcA79iQ,Tampa Vapor,"1515 S Dale Mabry Hwy, Ste 103",Tampa,FL,33629,4.0,14
SdZvOwgALlSBt8A0DvVkuQ,Reno Tap Room,6139 S Virginia St,Reno,NV,89502,4.0,45
jwtz8TmuD6VyfiB7fxOU2w,Eats,14803 Lebanon Rd,Mount Juliet,TN,37138,3.5,8
5TVWytR2oNbSKYgfxypuBw,La Patisserie Chouquette,1626 Tower Grove Ave,Saint Louis,MO,63110,4.0,229
nBr6NgqcZz1GhtAngU0RSQ,Forin Cafe,"2041 Coral St, Ste 2",Philadelphia,PA,19125,4.5,10
9gwRl6HVshQjcSv9Yx6x0g,Battle Born Painting,429 Toano St,Reno,NV,89512,4.5,39
_1jlbXWMxN50PQlaRpev7A,Reytas Filipino Cuisine,1490 Haddonfield Berlin Rd,Cherry Hill,NJ,08003,4.5,79
UFpCraqzFBAhtZqmxmiWsA,Cat Therapy,"1213 State St, Ste L",Santa Barbara,CA,93101,4.5,116
Dq1nXxrAHZQkiQuZWLajQA,Pawsitively Fintastic,5600 Eichelberger St,Saint Louis,MO,63109,3.5,25
rQQPHtz05Y4hnDxY6kljFw,Unique Tan,11 W Carrillo St,Santa Barbara,CA,93101,3.0,10
dUtGBUO0KQfSXpXaN75lqg,The Zeppelin and the Unicorn,400 Silverside Rd,Wilmington,DE,19809,4.0,9
y44MbCvvtmg1FpkNGSWisw,Tony's Luke,8500 Essington Ave,Philadelphia,PA,19153,2.5,172
xb-qtXVZ7xFr51Se5fAZjg,Saige Café,"1001 N 2nd St, Ste 9",Philadelphia,PA,19123,3.0,14
Bv1LTqZa-n6cROVFB9zjWA,Ceramic Tile Center Stonework and Design,"50 E Greg St, Ste 114",Sparks,NV,89431,4.0,6
diqXZ9CBFlIHW7i9UHefhw,Burger King,363 Harding Pl,Nashville,TN,37211,1.5,9
sway6xsRT_CUC6peK_Pyww,Bobby Hotel,230 4th Ave N,Nashville,TN,37219,3.5,178
IazLGcO9aggJnMMa_5UO1Q,Kimberton Whole Foods - Collegeville,222 E Main St,Collegeville,PA,19426,5.0,6
FeEYBozUzyVGisE3HPGbBg,Liz Clark Real Estate,2200 Walnut St,Philadelphia,PA,19103,5.0,33
l8uzbLGk9CLjElcWGyBZ0Q,Transcend Coffee - Ritchie Market,"9570 76 Avenue NW, Ste 100",Edmonton,AB,T6C 0K2,4.5,32
HZAfV9nEmPtzrHI5UuSCkQ,Finishline Auto Salon,3125 Route 73 S,Maple Shade,NJ,08052,4.0,10
0HgAYe8KZ_8nHyELHFwrpA,Wendy's,1758 Allentown Road,Lansdale,PA,19446,2.0,13
NJt2qvQ9NvB7uCxYUnW-dQ,McAnderson's House of Brews,"300 State St E, Ste 107",Oldsmar,FL,34677,4.0,5
nVI9wI9ujmrutJRMgHKSIg,Fiesta Maya Mexican Grill,1178 Baltimore Pike,Springfield,PA,19064,4.5,130
uxoQdZD3mEptaPohiLQg1w,Stone House Grille,1300 Hares Hill Rd,Kimberton,PA,19442,4.5,56
fgIAN_Y-hgPq6E-MPZk8vg,Panago Pizza,11152 Ellerslie Road SW,Edmonton,AB,T6W 1A2,3.5,7
KXQ7xJTGknQAL0u5ot2NPg,Lucchese,503 12th Ave. S.,Nashville,TN,37203,4.5,20
vVvtWcFResspvcMMNRbYWA,Golden Corral Buffet & Grill,8928 US Hwy 19,Port Richey,FL,34668,3.0,50
GL6QZaCH8EGv1Rn3vDNIVg,Indy Soft Water,4148 W 99th St,Carmel,IN,46032,5.0,17
Vj_72qKqpL10ECZfbHDyBw,Firehouse Subs,5963 E 82nd St,Indianapolis,IN,46250,3.0,16
_49FsmTfruZSTjxU4OwOsg,Taziki's Mediterranean Cafe - West End,3001 W End Ave,Nashville,TN,37212,3.5,120
-AnhOOC-KXKNUT-ksYY9sw,Crème de la Crème,"150 Chippewa Road, Unit 182",Sherwood Park,AB,T8A 6A2,5.0,6
xgPbILU4BRWZqedqyRotPg,Chili's Texas Grill,10333 34th Avenue,Edmonton,AB,T6J 6V1,3.5,26
VUe_7JxmIauXFRxFuurCdQ,The Woodhouse Day Spa - New Orleans,4030 Canal St,New Orleans,LA,70119,4.0,195
94comc1YjKMNU-WSH-Fznw,Yakuza,13419 Olive Blvd,Chesterfield,MO,63017,3.0,32
5l67axuAa5EmEV3lLuSa1Q,Smashburger,3300 Magazine St,New Orleans,LA,70115,3.0,167
hlqnFy34n8tnVNMq-pO34g,Best IT Guru,7211 Rising Sun Ave,Philadelphia,PA,19111,4.0,10
E9-k8aOCS2sSh9RYxvWU_A,Steppy's Sports Bar & Grill,2912 Swede Rd,East Norriton,PA,19401,3.0,69
UXqjaZXdAMGOV4ynzPC8fw,Advanced Dermatology & Cosmetic Surgery of Largo,"8250 Bryan Dairy Rd, Ste 250",Largo,FL,33777,2.5,5
NiSehpyi6ouu6qB086NW-g,J R Farms,36530 Chancey Rd,Zephyrhills,FL,33541,4.5,7
HJNRlG5nM4Bxy97PmNNaTQ,Aman's Indian Bistro,690 Main St,Harleysville,PA,19438,4.5,38
AuTmUY381to83xPwovoERg,Wingstop,127 Gallatin Pike N,Madison,TN,37115,2.5,31
jlkDIOPoRP9SJXTkRVpkMQ,BFF Cafe,"3594 W Plumb Ln, Ste A",Reno,NV,89509,4.0,92
coQHXGEbx3DfrVwgpz6dnQ,Custom Sounds & Tint,12160 St Charles Rock Rd,Bridgeton,MO,63004,2.5,16
RA5XmETVhq--8qEtEskk2g,Mister Car Wash,2130 Murfreesboro Pike,Nashville,TN,37217,4.0,5
K2DH_MEvB3Uozvuc4jvJQQ,Urban Matter,3179 S Grand Blvd,Saint Louis,MO,63118,5.0,21
n30JyruJKfbIeSReuYQloQ,21 M Salon,13 S 21st St,Philadelphia,PA,19103,4.5,19
yzRC9gyhblU3a5hDct2S2Q,Hykel's Submarine Sandwich-Bar,2704 E County Line Rd,Ardmore,PA,19003,4.0,34
KidSvYABnawyuS_3lIYQzQ,Mercy’s Bakery,505 S Broad St,Lansdale,PA,19446,4.0,5
Kueu5GW-Qd38_5cAK5M8dQ,The Jewelry Exchange - Overland,1809 Belt Way Dr,Overland,MO,63114,4.0,19
cwc-RQjGiIKRWG1ia8SEcg,United Water Restoration Group of Tampa,"4897 W Waters Ave, Ste D",Tampa,FL,33634,4.5,18
8PyC1n_udHgZJy5i-qQoTw,Image360 Central New Orleans,1903 Poydras St,New Orleans,LA,70112,5.0,6
IS0B5nLJPluVT8NwGgospA,Cheddar's Scratch Kitchen,6600 N Illinois St,Fairview Heights,IL,62208,2.5,187
NMCF935i0lb2QjszMaucIg,A & H Paving,2019 Serenity St,Schwenksville,PA,19473,3.5,6
5N5K-B0pA3as6dvl_ha5BQ,Famous Sam's Restaurant & Bar,3933 E Pima St,Tucson,AZ,85712,2.0,25
dERS4qwl9v-Gwft-Ug8APA,West Ave Grille Jenkintown Restaurant and Food Truck ,718 West Ave,Jenkintown,PA,19046,4.0,277
jWcVzCpSayMyIPMniHpQjg,Amore Mio,6803 N Armenia Ave,Tampa,FL,33604,4.0,29
Xjal8g4PsYinAfeQ8RWf4Q,Wasabi2,1375 Dilworthtown Crossing,West Chester,PA,19382,4.5,78
YnfJv2xUF1GUNORfHAFRFg,Aiello's Pizzeria,1318 Niedringhaus Ave,Granite City,IL,62040,4.0,12
-JStjL-8mRZq4ov4uI1FaQ,Luberto's Brickoven Pizza,169 N Main St,Dublin,PA,18917,4.0,96
Y-8sBabLwWnj9h_IUPbA8g,Pop-A-Lock,,Tampa,FL,33619,3.5,30
icbe_DxKtXG2p3KlJsqYig,Margarita's Beauty Salon,1614 Spruce St,Philadelphia,PA,19103,4.5,6
UVpki6wyHLR0mujHcneTfg,My Brother’s Bar,6901 Jefferson Hwy,Harahan,LA,70123,4.0,6
v8IbZ6wcvdyGqWpbDKDvfA,YO! Sushi,"International Plz, 2223 N Westshore Blvd",Tampa,FL,33607,4.0,121
dMcLdgGSAIWsf6pdQK9YvQ,Broadway Proper,400 S Broadway Pl,Tucson,AZ,85710,3.5,5
FKN36WXwkWefT9rMPbxNaw,"Able Builders, Inc",14445 US Hwy 19 N,Clearwater,FL,33764,3.5,6
U30ggGzFpXvc2NZYwOW3qg,Mood Cafe,4618 Baltimore Ave,Philadelphia,PA,19143,4.5,458
J5iKHo4BjIc0KMSdQyIwRQ,So Fly Studio,"151 Adams Ln, Ste 8",Mount Juliet,TN,37122,5.0,8
c7W5jnh7wMlVmKf5bJPBPg,Ragin' Daisy,901 Chartres St,New Orleans,LA,70116,4.0,18
TXBp2REd1NGKDZQbZl78kg,Worthy Tattoo Company,1100 E Plumb Ln,Reno,NV,89502,3.5,11
2N_54QEPZiqT_A-kgCLzSQ,Great Nails & Spa,3851 Aramingo Ave,Philadelphia,PA,19137,2.5,8
DXnonn36Ug-YP9-xE4oIeA,Ambiance Salon & Spa,Pavillion Crossing Plz,Riverview,FL,33578,3.5,11
mVEu88jgK1Y6A5fmJbydkw,Floating World Tattoo & Body Piercing,1729 South St,Philadelphia,PA,19146,4.5,15
FfQiIVr1y3rlFXEFf8iB4w,The UPS Store,9909 Manchester Road,Warson Woods,MO,63122,3.5,7
X46tKBT7vTEGeaYj6GkZ-g,Philadelphia Independents,35 N 3rd St,Philadelphia,PA,19106,4.5,24
kN24lolUy8tdA88LT65cpw,Rent-A-Wheel,2106 S Alvernon Way,Tucson,AZ,85711,2.5,11
QK89jnwW6S9cLk2TBKgCaw,ACME Markets,1640 Bethlehem Pike,Flourtown,PA,19031,3.0,8
yl_gnP_iQp2TaOTnMPHh0w,Corey's Bakery,6815 State Road 54,New Port Richey,FL,34653,5.0,19
X64JH5kXOjWsBCsGxmFSIw,Cinco de Mayo,14795 Lebanon Rd,Old Hickory,TN,37138,3.5,35
-zXuVI8GB6lT4iU6KStOGg,Buck's Automotive Service Center,4360 N 1st Ave,Tucson,AZ,85719,4.0,42
he6ypFmnUF95PlNUWT6i5g,TJ Maxx,1130 Market St,Philadelphia,PA,19107,3.0,6
bCIZeggW02uPdz2lobSjUA,Good Oak Bar,316 E Congress St,Tucson,AZ,85701,4.5,143
P9fDLEnCd4t-dfUdHnH25g,High Caliber Tattoo,1005 S Lynhurst Dr,Indianapolis,IN,46241,4.5,6
ZekA7gH2kq_KW6a-G11x8A,Howie's Sun City Center Plumbing Services,"139 S Pebble Beach Blvd, Ste 202",Sun City Center,FL,33573,4.5,17
Hqz96v1ymucUKNzIWfEKXw,Subway,"1936 State St, Ste B",Santa Barbara,CA,93101,3.0,5
Z5c5cPbD3iGNMXYVLLA-Cw,Widerange,300 US 31 S,Greenwood,IN,46142,2.0,8
NKplFLr1UebQxMLQAxALPQ,Tandoor & Tikka,5320 E 82nd St,Indianapolis,IN,46250,3.5,78
igDprQyEdLQq3h3R2aa7vw,Midwest Oral Maxillofacial & Implant Surgery - St. Louis,"10012 Kennerly Rd, Ste 200",Saint Louis,MO,63128,2.5,5
0t14RIHl4wODz7LRiRRQ0Q,Salty Lime Cantina,1019 Florida Ave,Palm Harbor,FL,34683,4.5,103
CBGqxzHew6PveH_YdKLYpw,Voodoo Authentica,612 Dumaine St,New Orleans,LA,70116,4.5,173
32dPMAa3vC1eeih8ZfGCIw,Bank of America Financial Center,4625 Lindell Blvd,Saint Louis,MO,63108,2.0,21
1YFkAjr87WDMEFre4Kp9mw,Advanced ENT & Allergy,"200 Bowman Dr, Ste D 285",Voorhees Township,NJ,08043,3.0,6
5fvs7pOE6amG17SiPovxjw,Paradise Pizza Cafe,"4810 E Busch Blvd, Ste L&M",Tampa,FL,33617,2.5,7
jLaPtjlLfRSaoBWIcHcSQg,The Mad Crab,8080 Olive Blvd,University City,MO,63130,3.5,156
ViDoPXukU75uilpFI13crw,Regal Oaks,"180 Mill Road, P. O. Box 938",Oaks,PA,19456,2.5,48
Pdot2s74d3Q5ok4ismy_dA,Two Small Men With Big Hearts,"14630 128 Avenue NW, Suite 2B",Edmonton,AB,T5L 3H7,2.0,33
dE_MaaYrXBAEebtH2u_B-w,Wilson's Market,1337 W Olney Ave,Philadelphia,PA,19141,3.5,13
YGxpTJ3fcU96uSoL2kHRAA,Gregs,231 E 16th St,Indianapolis,IN,46202,4.0,43
UADDyUMFvV-KjFBNav7tIw,The Local Draught House,813 N Tampa St,Tampa,FL,33602,3.5,58
iwlLaKYv6jHZjG9GYKjAQw,Century Girl,2023 Magazine St,New Orleans,LA,70130,5.0,49
VZfc50XVwgdCecH4YbGNFg,EATS! American Grill,4502 S Dale Mabry Hwy,Tampa,FL,33611,4.0,323
68ThEdiK0eWCEgGEmV9Tng,Southgate,1801 Lombard St,Philadelphia,PA,19146,4.0,323
btycQr2eJqbNbArJdUxMmQ,New Golden Buffet,"700 Nutt Rd, Ste 701",Phoenixville,PA,19460,2.5,30
0_gh-ZRllduRLrjaYy0Icg,Wawa,949 Montgomery Ave,Narberth,PA,19072,3.0,13
KA3KjaYkC83KSQO2hpIXBQ,Musselman Honda Circuit,11800 S Harrison Rd,Tucson,AZ,85747,4.0,6
ok1AHRq6JBNqLmKsgcUQ6w,The UPS Store,7739 E Broadway Blvd,Tucson,AZ,85710,4.5,9
jkkzfaJf-MTG4nmJcX1zzw,Bevan's Cold Cuts,551 E Gay St,West Chester,PA,19380,4.0,15
0BNR2_vrxuXG6I7f3Y6LZQ,"Midtown Corkdorks Wine, Spirits & Beer",1610 Church St,NASHVILLE,TN,37203,4.0,117
i9eMSNpOA8BfHGZrM-9sZg,Kung Fu Tea,1469 Brace Rd,Cherry Hill,NJ,08034,4.5,10
VOEN8f9WEysinBsLqbiVqg,Andrea's Restaurant,3100 19th St,Metairie,LA,70002,2.5,218
